"ID";"Month";"Year";"Age";"Gender";"HHIncome";"HHSize";"RelationshipL";"DM";"TV_Adv";"Facebook_Adv";"Publicity";"Web_Visits";"Facebook_Page_Views";"churnD"
20202;2;2013;61;"Female";25068;2;7;0;0;29589.8443095443;28;6857;446;0
20202;3;2013;61;"Female";25068;2;8;1;0;40616.310095759;44;9088;363;0
20202;4;2013;61;"Female";25068;2;9;1;0;24323.0454231263;43;7824;253;0
20202;5;2013;61;"Female";25068;2;10;0;0;33204.8954039564;62;9024;415;0
20202;6;2013;61;"Female";25068;2;11;1;13386.25;28284.4727852959;32;9568;333;0
20202;7;2013;61;"Female";25068;2;12;1;1160;40060.9718232836;33;8450;396;0
20202;8;2013;61;"Female";25068;2;13;1;16848;13607.0519158419;28;5888;363;0
20202;9;2013;61;"Female";25068;2;14;0;18998;24964.4842183003;27;3844;330;0
20202;10;2013;61;"Female";25068;2;15;1;0;15014.7595014839;47;6772;323;0
20202;11;2013;61;"Female";25068;2;16;0;42229.6;6394.38493375176;24;5467;326;0
20202;12;2013;61;"Female";25068;2;17;1;57048.64;53578.7239213706;58;10177;399;0
20202;1;2014;62;"Female";25068;2;18;0;0;42228.9838713102;50;6876;349;0
20202;2;2014;62;"Female";25068;2;19;1;0;2140.77355458183;46;8727;339;0
20202;3;2014;62;"Female";25068;2;20;1;5700;6052.41461768391;59;9710;327;0
20202;4;2014;62;"Female";25068;2;21;0;0;9095.19581736356;36;5840;423;0
20202;5;2014;62;"Female";25068;2;22;0;0;44708.202627986;77;9844;379;0
20202;6;2014;62;"Female";25068;2;23;1;13386.25;50995.9161147744;42;8588;331;0
20202;7;2014;62;"Female";25068;2;24;1;14600;9026.25141029171;24;7657;371;0
20202;8;2014;62;"Female";25068;2;25;1;0;614.375570992743;33;8779;275;0
20202;9;2014;62;"Female";25068;2;26;0;0;47530.3859284607;30;9293;289;0
20202;10;2014;62;"Female";25068;2;27;1;0;10678.3193221821;30;5098;376;0
20202;11;2014;62;"Female";25068;2;28;1;0;3896.59680770334;39;8425;461;0
20202;12;2014;62;"Female";25068;2;29;0;27380;18118.8266563319;39;9746;278;0
20202;1;2015;63;"Female";25068;2;30;0;0;38532.0171516032;38;10222;327;0
20202;2;2015;63;"Female";25068;2;31;0;0;51579.8067392421;49;6945;365;0
20202;3;2015;63;"Female";25068;2;32;0;0;1118.87318520266;41;3412;366;0
20202;4;2015;63;"Female";25068;2;33;0;9150;69292.630943759;55;6929;302;0
20202;5;2015;63;"Female";25068;2;34;0;0;18241.7418717968;59;7173;262;0
20202;6;2015;63;"Female";25068;2;35;0;0;49719.7574753742;63;8738;304;0
20202;7;2015;63;"Female";25068;2;36;0;19070;47488.6049006049;25;6930;352;0
20202;8;2015;63;"Female";25068;2;37;0;0;35483.3014777516;22;11395;387;0
20202;9;2015;63;"Female";25068;2;38;0;8140;5509.8459358022;33;9390;382;0
20202;10;2015;63;"Female";25068;2;39;0;0;49471.0682624577;71;6209;422;0
20202;11;2015;63;"Female";25068;2;40;0;21819;74380.6188867451;49;7930;350;0
20202;12;2015;63;"Female";25068;2;41;0;36769.5;58705.3574021151;53;8402;346;0
20202;1;2016;64;"Female";25068;2;42;0;0;24281.4107026485;34;7033;407;0
20202;2;2016;64;"Female";25068;2;43;0;8700;18520.7264169989;26;6620;309;0
20202;3;2016;64;"Female";25068;2;44;0;17400;25028.0737109892;52;6358;351;0
20202;4;2016;64;"Female";25068;2;45;1;0;48187.0989529063;33;6748;288;0
20202;5;2016;64;"Female";25068;2;46;0;29701.96;54227.3192357677;45;5514;374;0
20202;6;2016;64;"Female";25068;2;47;0;1084.84;66097.007538868;39;10133;331;0
20202;7;2016;64;"Female";25068;2;48;0;0;25796.061078224;24;10657;399;0
20202;8;2016;64;"Female";25068;2;49;0;19910;22261.3143144508;33;9183;437;0
20202;9;2016;64;"Female";25068;2;50;0;0;21921.0471767684;43;6639;350;1
20210;7;2012;79;"Female";23966;3;0;0;0;15975.365383563;23;9113;362;0
20210;8;2012;79;"Female";23966;3;1;1;0;30797.7586980616;52;7784;273;1
20211;7;2012;46;"Male";14624;2;0;0;0;15975.365383563;23;9113;362;0
20211;8;2012;46;"Male";14624;2;1;1;0;30797.7586980616;52;7784;273;1
20212;7;2012;47;"Female";24824;2;0;0;0;15975.365383563;23;9113;362;0
20212;8;2012;47;"Female";24824;2;1;1;0;30797.7586980616;52;7784;273;0
20212;9;2012;47;"Female";24824;2;2;0;0;17986.6546148108;46;9607;370;0
20212;10;2012;47;"Female";24824;2;3;0;10500;3902.54193570821;59;8346;418;0
20212;11;2012;47;"Female";24824;2;4;0;7320;42437.215213263;41;9064;357;0
20212;12;2012;47;"Female";24824;2;5;1;21567.49;29841.4574185985;35;4340;333;0
20212;1;2013;48;"Female";24824;2;6;0;227.99;32299.6803871535;36;6837;320;0
20212;2;2013;48;"Female";24824;2;7;0;0;29589.8443095443;28;6857;446;0
20212;3;2013;48;"Female";24824;2;8;1;0;40616.310095759;44;9088;363;0
20212;4;2013;48;"Female";24824;2;9;1;0;24323.0454231263;43;7824;253;1
20213;7;2012;29;"Female";25183;3;0;0;0;15975.365383563;23;9113;362;0
20213;8;2012;29;"Female";25183;3;1;1;0;30797.7586980616;52;7784;273;0
20213;9;2012;29;"Female";25183;3;2;0;0;17986.6546148108;46;9607;370;0
20213;10;2012;29;"Female";25183;3;3;0;10500;3902.54193570821;59;8346;418;1
20215;7;2012;74;"Male";28435;3;0;0;0;15975.365383563;23;9113;362;0
20215;8;2012;74;"Male";28435;3;1;2;0;30797.7586980616;52;7784;273;0
20215;9;2012;74;"Male";28435;3;2;0;0;17986.6546148108;46;9607;370;0
20215;10;2012;74;"Male";28435;3;3;0;10500;3902.54193570821;59;8346;418;0
20215;11;2012;74;"Male";28435;3;4;1;7320;42437.215213263;41;9064;357;0
20215;12;2012;74;"Male";28435;3;5;1;21567.49;29841.4574185985;35;4340;333;0
20215;1;2013;75;"Male";28435;3;6;0;227.99;32299.6803871535;36;6837;320;0
20215;2;2013;75;"Male";28435;3;7;0;0;29589.8443095443;28;6857;446;0
20215;3;2013;75;"Male";28435;3;8;1;0;40616.310095759;44;9088;363;0
20215;4;2013;75;"Male";28435;3;9;1;0;24323.0454231263;43;7824;253;0
20215;5;2013;75;"Male";28435;3;10;0;0;33204.8954039564;62;9024;415;0
20215;6;2013;75;"Male";28435;3;11;1;13386.25;28284.4727852959;32;9568;333;0
20215;7;2013;75;"Male";28435;3;12;0;1160;40060.9718232836;33;8450;396;0
20215;8;2013;75;"Male";28435;3;13;1;16848;13607.0519158419;28;5888;363;0
20215;9;2013;75;"Male";28435;3;14;0;18998;24964.4842183003;27;3844;330;0
20215;10;2013;75;"Male";28435;3;15;1;0;15014.7595014839;47;6772;323;0
20215;11;2013;75;"Male";28435;3;16;0;42229.6;6394.38493375176;24;5467;326;0
20215;12;2013;75;"Male";28435;3;17;1;57048.64;53578.7239213706;58;10177;399;0
20215;1;2014;76;"Male";28435;3;18;0;0;42228.9838713102;50;6876;349;0
20215;2;2014;76;"Male";28435;3;19;1;0;2140.77355458183;46;8727;339;0
20215;3;2014;76;"Male";28435;3;20;1;5700;6052.41461768391;59;9710;327;0
20215;4;2014;76;"Male";28435;3;21;0;0;9095.19581736356;36;5840;423;0
20215;5;2014;76;"Male";28435;3;22;0;0;44708.202627986;77;9844;379;0
20215;6;2014;76;"Male";28435;3;23;1;13386.25;50995.9161147744;42;8588;331;0
20215;7;2014;76;"Male";28435;3;24;1;14600;9026.25141029171;24;7657;371;0
20215;8;2014;76;"Male";28435;3;25;1;0;614.375570992743;33;8779;275;0
20215;9;2014;76;"Male";28435;3;26;0;0;47530.3859284607;30;9293;289;0
20215;10;2014;76;"Male";28435;3;27;1;0;10678.3193221821;30;5098;376;0
20215;11;2014;76;"Male";28435;3;28;1;0;3896.59680770334;39;8425;461;0
20215;12;2014;76;"Male";28435;3;29;0;27380;18118.8266563319;39;9746;278;0
20215;1;2015;77;"Male";28435;3;30;1;0;38532.0171516032;38;10222;327;0
20215;2;2015;77;"Male";28435;3;31;0;0;51579.8067392421;49;6945;365;0
20215;3;2015;77;"Male";28435;3;32;1;0;1118.87318520266;41;3412;366;0
20215;4;2015;77;"Male";28435;3;33;0;9150;69292.630943759;55;6929;302;0
20215;5;2015;77;"Male";28435;3;34;0;0;18241.7418717968;59;7173;262;0
20215;6;2015;77;"Male";28435;3;35;0;0;49719.7574753742;63;8738;304;0
20215;7;2015;77;"Male";28435;3;36;1;19070;47488.6049006049;25;6930;352;0
20215;8;2015;77;"Male";28435;3;37;0;0;35483.3014777516;22;11395;387;0
20215;9;2015;77;"Male";28435;3;38;0;8140;5509.8459358022;33;9390;382;0
20215;10;2015;77;"Male";28435;3;39;1;0;49471.0682624577;71;6209;422;0
20215;11;2015;77;"Male";28435;3;40;0;21819;74380.6188867451;49;7930;350;0
20215;12;2015;77;"Male";28435;3;41;0;36769.5;58705.3574021151;53;8402;346;0
20215;1;2016;78;"Male";28435;3;42;0;0;24281.4107026485;34;7033;407;0
20215;2;2016;78;"Male";28435;3;43;0;8700;18520.7264169989;26;6620;309;0
20215;3;2016;78;"Male";28435;3;44;0;17400;25028.0737109892;52;6358;351;0
20215;4;2016;78;"Male";28435;3;45;0;0;48187.0989529063;33;6748;288;0
20215;5;2016;78;"Male";28435;3;46;0;29701.96;54227.3192357677;45;5514;374;0
20215;6;2016;78;"Male";28435;3;47;0;1084.84;66097.007538868;39;10133;331;0
20215;7;2016;78;"Male";28435;3;48;0;0;25796.061078224;24;10657;399;0
20215;8;2016;78;"Male";28435;3;49;0;19910;22261.3143144508;33;9183;437;0
20215;9;2016;78;"Male";28435;3;50;0;0;21921.0471767684;43;6639;350;1
20217;7;2012;67;"Male";31421;2;0;0;0;15975.365383563;23;9113;362;0
20217;8;2012;67;"Male";31421;2;1;1;0;30797.7586980616;52;7784;273;1
20228;7;2012;27;"Female";28613;2;0;0;0;15975.365383563;23;9113;362;0
20228;8;2012;27;"Female";28613;2;1;1;0;30797.7586980616;52;7784;273;1
20229;7;2012;38;"Male";32307;3;0;0;0;15975.365383563;23;9113;362;0
20229;8;2012;38;"Male";32307;3;1;1;0;30797.7586980616;52;7784;273;0
20229;9;2012;38;"Male";32307;3;2;0;0;17986.6546148108;46;9607;370;0
20229;10;2012;38;"Male";32307;3;3;0;10500;3902.54193570821;59;8346;418;0
20229;11;2012;38;"Male";32307;3;4;1;7320;42437.215213263;41;9064;357;0
20229;12;2012;38;"Male";32307;3;5;1;21567.49;29841.4574185985;35;4340;333;0
20229;1;2013;39;"Male";32307;3;6;0;227.99;32299.6803871535;36;6837;320;0
20229;2;2013;39;"Male";32307;3;7;0;0;29589.8443095443;28;6857;446;0
20229;3;2013;39;"Male";32307;3;8;1;0;40616.310095759;44;9088;363;0
20229;4;2013;39;"Male";32307;3;9;1;0;24323.0454231263;43;7824;253;0
20229;5;2013;39;"Male";32307;3;10;0;0;33204.8954039564;62;9024;415;0
20229;6;2013;39;"Male";32307;3;11;1;13386.25;28284.4727852959;32;9568;333;0
20229;7;2013;39;"Male";32307;3;12;0;1160;40060.9718232836;33;8450;396;0
20229;8;2013;39;"Male";32307;3;13;1;16848;13607.0519158419;28;5888;363;0
20229;9;2013;39;"Male";32307;3;14;0;18998;24964.4842183003;27;3844;330;0
20229;10;2013;39;"Male";32307;3;15;1;0;15014.7595014839;47;6772;323;0
20229;11;2013;39;"Male";32307;3;16;0;42229.6;6394.38493375176;24;5467;326;0
20229;12;2013;39;"Male";32307;3;17;1;57048.64;53578.7239213706;58;10177;399;0
20229;1;2014;40;"Male";32307;3;18;0;0;42228.9838713102;50;6876;349;0
20229;2;2014;40;"Male";32307;3;19;1;0;2140.77355458183;46;8727;339;0
20229;3;2014;40;"Male";32307;3;20;1;5700;6052.41461768391;59;9710;327;0
20229;4;2014;40;"Male";32307;3;21;0;0;9095.19581736356;36;5840;423;0
20229;5;2014;40;"Male";32307;3;22;0;0;44708.202627986;77;9844;379;0
20229;6;2014;40;"Male";32307;3;23;1;13386.25;50995.9161147744;42;8588;331;0
20229;7;2014;40;"Male";32307;3;24;1;14600;9026.25141029171;24;7657;371;0
20229;8;2014;40;"Male";32307;3;25;1;0;614.375570992743;33;8779;275;0
20229;9;2014;40;"Male";32307;3;26;0;0;47530.3859284607;30;9293;289;0
20229;10;2014;40;"Male";32307;3;27;1;0;10678.3193221821;30;5098;376;0
20229;11;2014;40;"Male";32307;3;28;1;0;3896.59680770334;39;8425;461;0
20229;12;2014;40;"Male";32307;3;29;0;27380;18118.8266563319;39;9746;278;0
20229;1;2015;41;"Male";32307;3;30;1;0;38532.0171516032;38;10222;327;0
20229;2;2015;41;"Male";32307;3;31;0;0;51579.8067392421;49;6945;365;0
20229;3;2015;41;"Male";32307;3;32;1;0;1118.87318520266;41;3412;366;0
20229;4;2015;41;"Male";32307;3;33;0;9150;69292.630943759;55;6929;302;0
20229;5;2015;41;"Male";32307;3;34;1;0;18241.7418717968;59;7173;262;0
20229;6;2015;41;"Male";32307;3;35;0;0;49719.7574753742;63;8738;304;0
20229;7;2015;41;"Male";32307;3;36;1;19070;47488.6049006049;25;6930;352;0
20229;8;2015;41;"Male";32307;3;37;0;0;35483.3014777516;22;11395;387;0
20229;9;2015;41;"Male";32307;3;38;1;8140;5509.8459358022;33;9390;382;0
20229;10;2015;41;"Male";32307;3;39;1;0;49471.0682624577;71;6209;422;0
20229;11;2015;41;"Male";32307;3;40;0;21819;74380.6188867451;49;7930;350;0
20229;12;2015;41;"Male";32307;3;41;1;36769.5;58705.3574021151;53;8402;346;0
20229;1;2016;42;"Male";32307;3;42;0;0;24281.4107026485;34;7033;407;0
20229;2;2016;42;"Male";32307;3;43;1;8700;18520.7264169989;26;6620;309;0
20229;3;2016;42;"Male";32307;3;44;0;17400;25028.0737109892;52;6358;351;0
20229;4;2016;42;"Male";32307;3;45;1;0;48187.0989529063;33;6748;288;0
20229;5;2016;42;"Male";32307;3;46;1;29701.96;54227.3192357677;45;5514;374;0
20229;6;2016;42;"Male";32307;3;47;0;1084.84;66097.007538868;39;10133;331;0
20229;7;2016;42;"Male";32307;3;48;0;0;25796.061078224;24;10657;399;0
20229;8;2016;42;"Male";32307;3;49;0;19910;22261.3143144508;33;9183;437;0
20229;9;2016;42;"Male";32307;3;50;1;0;21921.0471767684;43;6639;350;0
20229;10;2016;42;"Male";32307;3;51;1;17450;37995.911262972;44;7929;306;0
20229;11;2016;42;"Male";32307;3;52;0;19910;24464.1517851706;53;8398;370;0
20229;12;2016;42;"Male";32307;3;53;1;145994.75;11845.6273951282;34;9045;372;0
20229;1;2017;43;"Male";32307;3;54;0;20910;81416.4143602697;27;9534;427;0
20229;2;2017;43;"Male";32307;3;55;1;0;47509.3016947455;21;6211;334;0
20229;3;2017;43;"Male";32307;3;56;0;0;16938.2704950572;38;5756;353;0
20229;4;2017;43;"Male";32307;3;57;0;6865;3799.9311901842;50;6647;363;0
20229;5;2017;43;"Male";32307;3;58;1;20595;8586.72601455953;51;8243;410;0
20229;6;2017;43;"Male";32307;3;59;0;0;36024.8735157126;42;8930;342;0
20229;7;2017;43;"Male";32307;3;60;0;0;3011.66439360138;30;4039;381;0
20229;8;2017;43;"Male";32307;3;61;0;20910;8212.83868566212;28;6634;409;0
20229;9;2017;43;"Male";32307;3;62;0;0;50764.7553250582;27;4047;379;0
20229;10;2017;43;"Male";32307;3;63;1;0;46179.8882039977;35;9176;337;0
20229;11;2017;43;"Male";32307;3;64;0;0;41439.7639370569;47;13060;293;0
20229;12;2017;43;"Male";32307;3;65;1;17180;13117.7915947986;26;9352;360;0
20230;7;2012;35;"Female";18353;2;0;0;0;15975.365383563;23;9113;362;0
20230;8;2012;35;"Female";18353;2;1;1;0;30797.7586980616;52;7784;273;1
20237;7;2012;32;"Male";30302;3;0;0;0;15975.365383563;23;9113;362;0
20237;8;2012;32;"Male";30302;3;1;1;0;30797.7586980616;52;7784;273;0
20237;9;2012;32;"Male";30302;3;2;0;0;17986.6546148108;46;9607;370;0
20237;10;2012;32;"Male";30302;3;3;0;10500;3902.54193570821;59;8346;418;0
20237;11;2012;32;"Male";30302;3;4;1;7320;42437.215213263;41;9064;357;0
20237;12;2012;32;"Male";30302;3;5;1;21567.49;29841.4574185985;35;4340;333;0
20237;1;2013;33;"Male";30302;3;6;0;227.99;32299.6803871535;36;6837;320;0
20237;2;2013;33;"Male";30302;3;7;0;0;29589.8443095443;28;6857;446;0
20237;3;2013;33;"Male";30302;3;8;1;0;40616.310095759;44;9088;363;0
20237;4;2013;33;"Male";30302;3;9;1;0;24323.0454231263;43;7824;253;0
20237;5;2013;33;"Male";30302;3;10;0;0;33204.8954039564;62;9024;415;0
20237;6;2013;33;"Male";30302;3;11;1;13386.25;28284.4727852959;32;9568;333;0
20237;7;2013;33;"Male";30302;3;12;0;1160;40060.9718232836;33;8450;396;0
20237;8;2013;33;"Male";30302;3;13;1;16848;13607.0519158419;28;5888;363;0
20237;9;2013;33;"Male";30302;3;14;0;18998;24964.4842183003;27;3844;330;0
20237;10;2013;33;"Male";30302;3;15;1;0;15014.7595014839;47;6772;323;0
20237;11;2013;33;"Male";30302;3;16;0;42229.6;6394.38493375176;24;5467;326;0
20237;12;2013;33;"Male";30302;3;17;1;57048.64;53578.7239213706;58;10177;399;0
20237;1;2014;34;"Male";30302;3;18;0;0;42228.9838713102;50;6876;349;0
20237;2;2014;34;"Male";30302;3;19;1;0;2140.77355458183;46;8727;339;0
20237;3;2014;34;"Male";30302;3;20;1;5700;6052.41461768391;59;9710;327;0
20237;4;2014;34;"Male";30302;3;21;0;0;9095.19581736356;36;5840;423;0
20237;5;2014;34;"Male";30302;3;22;0;0;44708.202627986;77;9844;379;0
20237;6;2014;34;"Male";30302;3;23;1;13386.25;50995.9161147744;42;8588;331;0
20237;7;2014;34;"Male";30302;3;24;1;14600;9026.25141029171;24;7657;371;0
20237;8;2014;34;"Male";30302;3;25;1;0;614.375570992743;33;8779;275;0
20237;9;2014;34;"Male";30302;3;26;0;0;47530.3859284607;30;9293;289;0
20237;10;2014;34;"Male";30302;3;27;1;0;10678.3193221821;30;5098;376;0
20237;11;2014;34;"Male";30302;3;28;1;0;3896.59680770334;39;8425;461;0
20237;12;2014;34;"Male";30302;3;29;0;27380;18118.8266563319;39;9746;278;0
20237;1;2015;35;"Male";30302;3;30;1;0;38532.0171516032;38;10222;327;0
20237;2;2015;35;"Male";30302;3;31;0;0;51579.8067392421;49;6945;365;0
20237;3;2015;35;"Male";30302;3;32;1;0;1118.87318520266;41;3412;366;0
20237;4;2015;35;"Male";30302;3;33;0;9150;69292.630943759;55;6929;302;0
20237;5;2015;35;"Male";30302;3;34;1;0;18241.7418717968;59;7173;262;0
20237;6;2015;35;"Male";30302;3;35;0;0;49719.7574753742;63;8738;304;0
20237;7;2015;35;"Male";30302;3;36;1;19070;47488.6049006049;25;6930;352;0
20237;8;2015;35;"Male";30302;3;37;0;0;35483.3014777516;22;11395;387;0
20237;9;2015;35;"Male";30302;3;38;0;8140;5509.8459358022;33;9390;382;0
20237;10;2015;35;"Male";30302;3;39;1;0;49471.0682624577;71;6209;422;0
20237;11;2015;35;"Male";30302;3;40;0;21819;74380.6188867451;49;7930;350;0
20237;12;2015;35;"Male";30302;3;41;1;36769.5;58705.3574021151;53;8402;346;0
20237;1;2016;36;"Male";30302;3;42;0;0;24281.4107026485;34;7033;407;0
20237;2;2016;36;"Male";30302;3;43;1;8700;18520.7264169989;26;6620;309;0
20237;3;2016;36;"Male";30302;3;44;0;17400;25028.0737109892;52;6358;351;0
20237;4;2016;36;"Male";30302;3;45;1;0;48187.0989529063;33;6748;288;0
20237;5;2016;36;"Male";30302;3;46;1;29701.96;54227.3192357677;45;5514;374;0
20237;6;2016;36;"Male";30302;3;47;0;1084.84;66097.007538868;39;10133;331;0
20237;7;2016;36;"Male";30302;3;48;1;0;25796.061078224;24;10657;399;0
20237;8;2016;36;"Male";30302;3;49;0;19910;22261.3143144508;33;9183;437;0
20237;9;2016;36;"Male";30302;3;50;1;0;21921.0471767684;43;6639;350;0
20237;10;2016;36;"Male";30302;3;51;1;17450;37995.911262972;44;7929;306;0
20237;11;2016;36;"Male";30302;3;52;0;19910;24464.1517851706;53;8398;370;0
20237;12;2016;36;"Male";30302;3;53;1;145994.75;11845.6273951282;34;9045;372;0
20237;1;2017;37;"Male";30302;3;54;0;20910;81416.4143602697;27;9534;427;0
20237;2;2017;37;"Male";30302;3;55;1;0;47509.3016947455;21;6211;334;0
20237;3;2017;37;"Male";30302;3;56;0;0;16938.2704950572;38;5756;353;0
20237;4;2017;37;"Male";30302;3;57;0;6865;3799.9311901842;50;6647;363;0
20237;5;2017;37;"Male";30302;3;58;1;20595;8586.72601455953;51;8243;410;0
20237;6;2017;37;"Male";30302;3;59;0;0;36024.8735157126;42;8930;342;0
20237;7;2017;37;"Male";30302;3;60;0;0;3011.66439360138;30;4039;381;0
20237;8;2017;37;"Male";30302;3;61;0;20910;8212.83868566212;28;6634;409;0
20237;9;2017;37;"Male";30302;3;62;0;0;50764.7553250582;27;4047;379;0
20237;10;2017;37;"Male";30302;3;63;1;0;46179.8882039977;35;9176;337;0
20237;11;2017;37;"Male";30302;3;64;0;0;41439.7639370569;47;13060;293;0
20237;12;2017;37;"Male";30302;3;65;1;17180;13117.7915947986;26;9352;360;0
20245;7;2012;67;"Female";30545;2;0;0;0;15975.365383563;23;9113;362;0
20245;8;2012;67;"Female";30545;2;1;1;0;30797.7586980616;52;7784;273;1
20261;7;2012;39;"Female";26152;2;0;0;0;15975.365383563;23;9113;362;0
20261;8;2012;39;"Female";26152;2;1;1;0;30797.7586980616;52;7784;273;1
20269;7;2012;67;"Male";24439;2;0;0;0;15975.365383563;23;9113;362;0
20269;8;2012;67;"Male";24439;2;1;1;0;30797.7586980616;52;7784;273;0
20269;9;2012;67;"Male";24439;2;2;0;0;17986.6546148108;46;9607;370;0
20269;10;2012;67;"Male";24439;2;3;1;10500;3902.54193570821;59;8346;418;0
20269;11;2012;67;"Male";24439;2;4;1;7320;42437.215213263;41;9064;357;0
20269;12;2012;67;"Male";24439;2;5;1;21567.49;29841.4574185985;35;4340;333;0
20269;1;2013;68;"Male";24439;2;6;0;227.99;32299.6803871535;36;6837;320;0
20269;2;2013;68;"Male";24439;2;7;0;0;29589.8443095443;28;6857;446;0
20269;3;2013;68;"Male";24439;2;8;1;0;40616.310095759;44;9088;363;0
20269;4;2013;68;"Male";24439;2;9;2;0;24323.0454231263;43;7824;253;0
20269;5;2013;68;"Male";24439;2;10;0;0;33204.8954039564;62;9024;415;0
20269;6;2013;68;"Male";24439;2;11;1;13386.25;28284.4727852959;32;9568;333;0
20269;7;2013;68;"Male";24439;2;12;0;1160;40060.9718232836;33;8450;396;0
20269;8;2013;68;"Male";24439;2;13;1;16848;13607.0519158419;28;5888;363;0
20269;9;2013;68;"Male";24439;2;14;0;18998;24964.4842183003;27;3844;330;0
20269;10;2013;68;"Male";24439;2;15;1;0;15014.7595014839;47;6772;323;0
20269;11;2013;68;"Male";24439;2;16;0;42229.6;6394.38493375176;24;5467;326;0
20269;12;2013;68;"Male";24439;2;17;1;57048.64;53578.7239213706;58;10177;399;0
20269;1;2014;69;"Male";24439;2;18;0;0;42228.9838713102;50;6876;349;0
20269;2;2014;69;"Male";24439;2;19;1;0;2140.77355458183;46;8727;339;0
20269;3;2014;69;"Male";24439;2;20;1;5700;6052.41461768391;59;9710;327;0
20269;4;2014;69;"Male";24439;2;21;0;0;9095.19581736356;36;5840;423;1
20279;7;2012;57;"Male";24128;3;0;0;0;15975.365383563;23;9113;362;0
20279;8;2012;57;"Male";24128;3;1;1;0;30797.7586980616;52;7784;273;0
20279;9;2012;57;"Male";24128;3;2;0;0;17986.6546148108;46;9607;370;0
20279;10;2012;57;"Male";24128;3;3;1;10500;3902.54193570821;59;8346;418;0
20279;11;2012;57;"Male";24128;3;4;1;7320;42437.215213263;41;9064;357;0
20279;12;2012;57;"Male";24128;3;5;1;21567.49;29841.4574185985;35;4340;333;0
20279;1;2013;58;"Male";24128;3;6;0;227.99;32299.6803871535;36;6837;320;0
20279;2;2013;58;"Male";24128;3;7;0;0;29589.8443095443;28;6857;446;0
20279;3;2013;58;"Male";24128;3;8;1;0;40616.310095759;44;9088;363;0
20279;4;2013;58;"Male";24128;3;9;1;0;24323.0454231263;43;7824;253;0
20279;5;2013;58;"Male";24128;3;10;0;0;33204.8954039564;62;9024;415;0
20279;6;2013;58;"Male";24128;3;11;0;13386.25;28284.4727852959;32;9568;333;0
20279;7;2013;58;"Male";24128;3;12;0;1160;40060.9718232836;33;8450;396;0
20279;8;2013;58;"Male";24128;3;13;0;16848;13607.0519158419;28;5888;363;0
20279;9;2013;58;"Male";24128;3;14;0;18998;24964.4842183003;27;3844;330;0
20279;10;2013;58;"Male";24128;3;15;0;0;15014.7595014839;47;6772;323;0
20279;11;2013;58;"Male";24128;3;16;0;42229.6;6394.38493375176;24;5467;326;0
20279;12;2013;58;"Male";24128;3;17;0;57048.64;53578.7239213706;58;10177;399;0
20279;1;2014;59;"Male";24128;3;18;0;0;42228.9838713102;50;6876;349;0
20279;2;2014;59;"Male";24128;3;19;0;0;2140.77355458183;46;8727;339;0
20279;3;2014;59;"Male";24128;3;20;0;5700;6052.41461768391;59;9710;327;0
20279;4;2014;59;"Male";24128;3;21;0;0;9095.19581736356;36;5840;423;0
20279;5;2014;59;"Male";24128;3;22;0;0;44708.202627986;77;9844;379;0
20279;6;2014;59;"Male";24128;3;23;0;13386.25;50995.9161147744;42;8588;331;0
20279;7;2014;59;"Male";24128;3;24;0;14600;9026.25141029171;24;7657;371;0
20279;8;2014;59;"Male";24128;3;25;0;0;614.375570992743;33;8779;275;0
20279;9;2014;59;"Male";24128;3;26;0;0;47530.3859284607;30;9293;289;0
20279;10;2014;59;"Male";24128;3;27;0;0;10678.3193221821;30;5098;376;0
20279;11;2014;59;"Male";24128;3;28;0;0;3896.59680770334;39;8425;461;0
20279;12;2014;59;"Male";24128;3;29;0;27380;18118.8266563319;39;9746;278;0
20279;1;2015;60;"Male";24128;3;30;0;0;38532.0171516032;38;10222;327;0
20279;2;2015;60;"Male";24128;3;31;0;0;51579.8067392421;49;6945;365;0
20279;3;2015;60;"Male";24128;3;32;0;0;1118.87318520266;41;3412;366;0
20279;4;2015;60;"Male";24128;3;33;0;9150;69292.630943759;55;6929;302;0
20279;5;2015;60;"Male";24128;3;34;0;0;18241.7418717968;59;7173;262;0
20279;6;2015;60;"Male";24128;3;35;0;0;49719.7574753742;63;8738;304;0
20279;7;2015;60;"Male";24128;3;36;0;19070;47488.6049006049;25;6930;352;0
20279;8;2015;60;"Male";24128;3;37;0;0;35483.3014777516;22;11395;387;0
20279;9;2015;60;"Male";24128;3;38;0;8140;5509.8459358022;33;9390;382;0
20279;10;2015;60;"Male";24128;3;39;0;0;49471.0682624577;71;6209;422;0
20279;11;2015;60;"Male";24128;3;40;0;21819;74380.6188867451;49;7930;350;0
20279;12;2015;60;"Male";24128;3;41;0;36769.5;58705.3574021151;53;8402;346;0
20279;1;2016;61;"Male";24128;3;42;0;0;24281.4107026485;34;7033;407;0
20279;2;2016;61;"Male";24128;3;43;0;8700;18520.7264169989;26;6620;309;0
20279;3;2016;61;"Male";24128;3;44;0;17400;25028.0737109892;52;6358;351;0
20279;4;2016;61;"Male";24128;3;45;0;0;48187.0989529063;33;6748;288;0
20279;5;2016;61;"Male";24128;3;46;0;29701.96;54227.3192357677;45;5514;374;0
20279;6;2016;61;"Male";24128;3;47;0;1084.84;66097.007538868;39;10133;331;0
20279;7;2016;61;"Male";24128;3;48;0;0;25796.061078224;24;10657;399;0
